iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization;b0;judgement
63;1;70;0;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;ich mÖchte mittags xin der innenstadt imbiss essen gehen  xder preis ist recht xhoch ;request;ALL;midday expensive centre ;time price localization ;open;1;41;3;midday centre price ;time localization field ;2;1;0;1;0;0;0;1;1;0;;midday;neutral;chinese;expensive;centre;;;;;;3;0;0;provide ;14;;;;;;midday;neutral;chinese;expensive;centre;4.5;bad
63;2;70;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Obere Preisklasse.  ;indicateValues;price;expensive ;price ;choice;1;12;1;expensive ;price ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;expensive;centre;midday ;;;;centre ;3;0;0;provide ;2;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;;;;loc01 ;midday;neutral;chinese;expensive;centre;4.5;bad
63;3;70;0;3;Hier ist das passende Restaurant auf Ihre Anfrage.  {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;25;0;;;;;;;;;;;1;0;95;midday;neutral;chinese;expensive;centre;midday ;;;expensive ;centre ;3;;0;;0;hor ;hor ;;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;expensive;centre;4.5;bad
64;1;70;1;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Mediterane Küche, Umgebung Ruhr-Universität, mittlere Preiskategorie.  ;request;ALL;mediterranean average querenburg ;foodtype price localization ;open;1;41;3;average foodtype ;price field ;1;2;0;1;0;0;0;1;0;0;;neutral;neutral;mediterranean;average;querenburg;;;;;;3;0;0;provide ;7;;;;;;neutral;neutral;italian;average;querenburg;3.7;bad
64;2;70;1;4;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Italienische Küche.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;foodtype ;field ;0;1;0;1;0;0;0;1;0;1;;neutral;neutral;italian;average;querenburg;;;;average ;;4;0;0;provide ;2;;;;prx3 prx4 prx5 ;;neutral;neutral;italian;average;querenburg;3.7;bad
64;3;70;1;4;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Italienische Küche.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;italian foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;1;;neutral;neutral;italian;average;querenburg;;;;average ;;4;0;0;provide ;2;;;;prx3 prx4 prx5 ;;neutral;neutral;italian;average;querenburg;3.7;bad
64;4;70;1;4;Sie möchten also italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;neutral;neutral;italian;average;querenburg;;;italian ;average ;;4;0;0;affirm ;1;;hor ;cui20 ;prx3 prx4 prx5 ;;neutral;neutral;italian;average;querenburg;3.7;bad
64;5;70;1;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Basilea am alten Rathaus Untermarkt 10    } {Da Capo                  Springerplatz 34} {Pinocchio Hörder Str. 330} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;35;0;;;;;;;;;;;0;1; 119 121 139;neutral;neutral;italian;average;querenburg;;;italian ;average ;;4;;0;;0;hor ;hor ;cui20 ;prx3 prx4 prx5 ;;neutral;neutral;italian;average;querenburg;3.7;bad
65;1;100;0;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;In der Innenstadt mexikanisch, mittlere Preiskategorie.  ;request;ALL;mexican average ;foodtype price ;open;1;41;2;centre ;localization ;0;2;0;1;0;0;0;1;2;0;;evening;neutral;mexican;average;centre;;;;;;2;0;0;provide ;6;;;;;;evening;neutral;mexican;average;centre;4;bad
65;2;100;0;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;mexican;average;centre;;;;;centre ;3;0;0;provide ;1;;hor ;;;loc01 ;evening;neutral;mexican;average;centre;4;bad
65;3;100;0;5;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Mexikanisch.  ;request;foodtype;mexican ;foodtype ;closed;1;10;1;mexican ;foodtype ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;mexican;average;centre;evening ;;;;centre ;3;0;0;provide ;1;hor ;hor ;;;loc01 ;evening;neutral;mexican;average;centre;4;bad
65;4;100;0;5;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Amigos Mexicano Massenbergstr. 14} {Barrio Brothers Viktoriastr. 66} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;29;0;;;;;;;;;;;1;0; 150 151;evening;neutral;mexican;average;centre;evening ;;mexican ;;centre ;3;;0;;0;hor ;hor ;cui44 ;;loc01 ;evening;neutral;mexican;average;centre;4;bad
69;1;90;1;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Art der Küche.  ;request;ALL;foodtype ;field ;open;1;41;1;foodtype ;field ;1;0;0;0;1;0;0;0;3;0;;neutral;neutral;italian;average;querenburg;;;;;;1;0;0;provide ;3;;;;;;neutral;neutral;italian;average;querenburg;3;bad
69;2;90;1;4;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Italienische Küche.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;italian foodtype ;foodtype field ;1;0;0;1;0;0;0;1;2;0;;neutral;neutral;italian;average;querenburg;;;;;;2;0;0;provide ;2;;;;;;neutral;neutral;italian;average;querenburg;3;bad
69;3;90;1;4;Sie möchten also italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;neutral;neutral;italian;average;querenburg;;;italian ;;;2;0;0;affirm ;1;;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg;3;bad
69;4;90;1;4;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;2;1;;evening;neutral;italian;average;querenburg;;;italian ;;;3;0;0;provide ;1;;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg;3;bad
69;5;90;1;4;Sie möchten also abends essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;1;;evening;neutral;italian;average;querenburg;evening ;;italian ;;;3;0;0;affirm ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg;3;bad
69;6;90;1;4;An welchem Tag beabsichtigen Sie essen zu gehen? ;16ten 7ten.  ;request;date;16ten_7ten.   ;date ;closed;0;8;1;;;0;1;0;0;0;0;1;0;3;2;;evening;thursday;italian;average;querenburg;evening ;;italian ;;;4;0;0;provide ;2;hor ;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg;3;bad
69;7;90;1;4;An welchem Tag beabsichtigen Sie essen zu gehen? ;Donnerstag.  ;request;date;thursday ;date ;closed;0;8;1;thursday ;date ;1;0;0;0;1;0;0;0;2;2;;evening;thursday;italian;average;querenburg;evening ;;italian ;;;5;0;0;provide ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg;3;bad
69;8;90;1;4;Sie möchten also Donnerstag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;2;;evening;thursday;italian;average;querenburg;evening ;thursday ;italian ;;;5;0;0;affirm ;1;;;cui20 ;;;neutral;neutral;italian;average;querenburg;3;bad
69;9;90;1;4;Wieviel möchten Sie ungefähr pro Person ausgeben?;Mittleres Preisniveau.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;2;;evening;thursday;italian;average;querenburg;evening ;thursday ;italian ;;;6;0;0;provide ;2;;;cui20 ;;;neutral;neutral;italian;average;querenburg;3;bad
69;10;90;1;4;Wieviel möchten Sie ungefähr pro Person ausgeben?;15 Euro.  ;request;price;average ;price ;closed;0;7;1;average ;price ;1;0;0;0;1;0;0;0;1;2;;evening;thursday;italian;average;querenburg;evening ;thursday ;italian ;;;6;0;0;provide ;2;;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg;3;bad
69;11;90;1;4;Sie möchten also in der mittleren Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;1;2;;evening;thursday;italian;average;querenburg;evening ;thursday ;italian ;average ;;6;0;0;affirm ;1;hor ;hor ;cui20 ;prx5 ;;neutral;neutral;italian;average;querenburg;3;bad
69;12;90;1;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Basilea am alten Rathaus Untermarkt 10    } {Da Capo                  Springerplatz 34} {Pinocchio Hörder Str. 330} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;35;0;;;;;;;;;;;1;2; 119 121 139;evening;thursday;italian;average;querenburg;evening ;thursday ;italian ;average ;;6;;0;;0;hor ;hor ;cui20 ;prx5 ;;neutral;neutral;italian;average;querenburg;3;bad
70;1;100;0;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Lage des Restaurants.  ;request;ALL;localization ;field ;open;1;41;1;foodtype ;field ;0;0;1;0;0;0;0;1;3;0;;neutral;neutral;mexican;average;centre;;;;;;1;0;0;provide ;3;;;;;;neutral;neutral;mexican;average;centre;3;bad
70;2;100;0;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Keine Präferenz.  ;indicateValues;foodtype;neutral ;foodtype ;choice;1;16;1;neutral neutral ;foodtype logical ;1;0;0;1;0;0;0;1;2;1;;neutral;neutral;neutral;average;centre;;;;;;2;0;0;provide ;2;;;;;;neutral;neutral;mexican;average;centre;3;bad
70;3;100;0;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;2;;midday;neutral;neutral;average;centre;;;neutral ;;;3;0;0;provide ;1;;hor ;neutral ;;;neutral;neutral;mexican;average;centre;3;bad
70;4;100;0;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Dienstag.  ;request;date;tuesday ;date ;closed;0;8;1;tuesday ;date ;1;0;0;0;1;0;0;0;2;3;;midday;tuesday;neutral;average;centre;midday ;;neutral ;;;4;0;0;provide ;1;hor ;hor ;neutral ;;;neutral;neutral;mexican;average;centre;3;bad
70;5;100;0;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;30 Euro.  ;request;price;average ;price ;closed;0;7;1;expensive ;price ;0;0;1;0;0;0;0;1;1;3;;midday;tuesday;neutral;average;centre;midday ;tuesday ;neutral ;;;5;0;0;provide ;2;;;neutral ;;;neutral;neutral;mexican;average;centre;3;bad
70;6;100;0;5;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;29;0;;;;;;;;;;;1;3; 8 95;midday;tuesday;neutral;average;centre;midday ;tuesday ;neutral ;expensive ;;5;;0;;0;hor ;hor ;neutral ;prx8 ;;neutral;neutral;mexican;average;centre;3;bad
73;1;100;0;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Den Ort.  ;request;ALL;localization ;field ;open;1;41;1;localization ;field ;1;0;0;0;1;0;0;0;4;0;;midday;neutral;chinese;expensive;centre;;;;;;1;0;0;provide ;2;;;;;;midday;neutral;chinese;expensive;centre;3;bad
73;2;100;0;3;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Zentrum.  ;indicateValues1;localization;centre ;localization ;choice;1;15;1;centre ;localization ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;1;;;;;;midday;neutral;chinese;expensive;centre;3;bad
73;3;100;0;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Für das Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;;;centre ;3;0;0;provide ;3;;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
73;4;100;0;3;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Ja.  ;request;foodtype;yes ;logical ;closed;1;10;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;midday ;;;;centre ;3;0;0;accept ;1;hor ;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
73;5;100;0;3;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Nein.  ;request;foodtype;no ;logical ;closed;1;10;1;neutral no ;foodtype logical ;1;0;0;1;0;0;0;1;2;0;;midday;neutral;chinese;expensive;centre;midday ;;;;centre ;3;0;0;neglect ;1;hor ;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
73;6;100;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Am Sonntag.  ;request;date;sunday ;date ;closed;0;8;1;sunday ;date ;1;0;0;0;1;0;0;0;2;1;;midday;sunday;chinese;expensive;centre;midday ;;neutral ;;centre ;4;0;0;provide ;2;hor ;hor ;neutral ;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
73;7;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Gehobene Preisklasse.  ;request;price;expensive ;price ;closed;0;7;1;gourmet ;foodtype ;0;1;0;1;0;0;0;1;1;1;;midday;sunday;chinese;expensive;centre;midday ;sunday ;neutral ;;centre ;5;0;0;provide ;2;;;neutral ;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
73;8;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;80 Euro.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;1;;midday;sunday;chinese;expensive;centre;midday ;sunday ;gourmet neutral ;;centre ;5;0;0;provide ;2;;hor ;cui02 ;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
73;9;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Viel.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;1;;midday;sunday;chinese;expensive;centre;midday ;sunday ;neutral gourmet ;;centre ;5;0;0;provide ;1;hor ;hor ;cui02 ;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
73;10;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Gehobene Preisklasse.  ;request;price;expensive ;price ;closed;0;7;1;gourmet ;foodtype ;0;1;0;1;0;0;0;1;1;1;;midday;sunday;chinese;expensive;centre;midday ;sunday ;neutral gourmet ;;centre ;5;0;0;provide ;2;hor ;hor ;cui02 ;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
73;11;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;50 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;1;1;;midday;sunday;chinese;expensive;centre;midday ;sunday ;gourmet neutral ;;centre ;5;0;0;provide ;2;hor ;hor ;cui02 ;;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
73;12;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;2;2;;midday;sunday;chinese;average;centre;midday ;sunday ;gourmet ;expensive ;centre ;5;0;0;accept ;1;hor ;hor ;cui02 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
73;13;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Den Preis.  ;request;field;price ;field ;closed;1;28;1;price ;field ;1;0;0;0;1;0;0;0;2;2;;midday;sunday;chinese;average;centre;midday ;sunday ;gourmet ;expensive ;centre ;6;0;0;provide ;2;hor ;hor ;cui02 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
73;14;100;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Mittlere Preisklasse.  ;indicateValues;price;average ;price ;choice;1;12;1;average ;price ;1;0;0;0;1;0;0;0;1;2;;midday;sunday;chinese;average;centre;midday ;sunday ;gourmet ;expensive ;centre ;7;0;0;provide ;2;hor ;hor ;cui02 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
73;15;100;0;3;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;Mittlere Preisklasse.  ;repetitionRequest;price;average ;price ;closed;0;9;1;average ;price ;1;0;0;0;1;0;0;0;1;2;;midday;sunday;chinese;average;centre;midday ;sunday ;gourmet ;average expensive ;centre ;7;0;0;provide ;2;hor ;hor ;cui02 ;prx3 prx4 prx5 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
73;16;100;0;3;Es gibt mehr als drei passende Restaurants auf Ihre Anfrage. Möchten Sie Ihre Frage präzisieren?;Ja.  ;offerRefinement;logical;yes ;logical ;choice;0;15;1;yes ;logical ;1;0;0;0;1;0;0;0;1;2;;midday;sunday;chinese;average;centre;midday ;sunday ;gourmet ;average expensive ;centre ;7;0;0;accept ;1;hor ;hor ;cui02 ;prx3 prx4 prx5 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
73;17;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten angeben. Präzisieren Sie bitte Ihre Frage.;Die Küche.  ;indicateValues;field;foodtype ;field ;open;1;27;1;foodtype ;field ;1;0;0;0;1;0;0;0;1;2;;midday;sunday;chinese;average;centre;midday ;sunday ;gourmet ;average ;centre ;8;0;0;provide ;2;hor ;hor ;cui02 ;prx3 prx4 prx5 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
73;18;100;0;3;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesisch.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;0;2;;midday;sunday;chinese;average;centre;midday ;sunday ;gourmet ;average ;centre ;9;0;0;provide ;1;hor ;hor ;cui02 ;prx3 prx4 prx5 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
73;19;100;0;3;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Chinesisch.  ;repetitionRequest;foodtype;chinese ;foodtype ;closed;0;9;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;0;2;;midday;sunday;chinese;average;centre;midday ;sunday ;chinese gourmet ;average ;centre ;9;0;0;provide ;1;hor ;hor ;cui35 ;prx3 prx4 prx5 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
73;20;100;0;3;Hier ist das passende Restaurant auf Ihre Anfrage.  {Asia                     Steinring 43    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;24;0;;;;;;;;;;;0;2;91;midday;sunday;chinese;average;centre;midday ;sunday ;chinese gourmet ;average ;centre ;9;;0;;0;hor ;hor ;cui35 ;prx3 prx4 prx5 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
81;1;60;1;1;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich würde gerne heute Abend in Bochum Zentrum Ente essen.  ;request;ALL;thursday poultry evening centre ;date foodtype time localization ;open;1;46;4;thursday poultry evening yes ;date foodtype time logical ;3;1;0;1;0;0;0;1;0;0;;evening;thursday;poultry;neutral;centre;;;;;;4;0;0;provide ;10;;;;;;neutral;neutral;poultry;neutral;neutral;5;bad
81;2;60;1;1;Sie möchten also Donnerstag Abend Geflügel essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;8;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;evening;thursday;poultry;neutral;centre;evening ;thursday ;poultry ;;;4;0;0;affirm ;1;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral;5;bad
81;3;60;1;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;36;0;;;;;;;;;;;0;0; 33 79 86;evening;thursday;poultry;neutral;centre;evening ;thursday ;poultry ;;;4;;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral;5;bad
83;1;80;1;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich würde gerne gegen 13 Uhr in der Innenstadt chinesisch essen gehen, zum Preis bis 10 ne 15 Euro.  ;request;ALL;chinese midday average centre ;foodtype time price localization ;open;1;46;4;chinese average yes price ;foodtype price logical field ;2;2;0;2;0;0;0;1;0;0;;midday;neutral;chinese;average;centre;;;;;;4;0;0;provide ;19;;;;;;midday;neutral;chinese;expensive;centre;3.5;bad
83;2;80;1;3;Sie möchten also in der mittleren Preisklasse chinesisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;10;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;midday;neutral;chinese;average;centre;;;chinese ;average ;;4;0;0;affirm ;1;;hor ;cui35 ;prx5 ;;midday;neutral;chinese;expensive;centre;3.5;bad
83;3;80;1;3;Hier ist das passende Restaurant auf Ihre Anfrage.  {Asia                     Steinring 43    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;24;0;;;;;;;;;;;0;0;91;midday;neutral;chinese;average;centre;;;chinese ;average ;;4;;0;;0;hor ;hor ;cui35 ;prx5 ;;midday;neutral;chinese;expensive;centre;3.5;bad
84;1;100;0;4;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich würde gerne heute Abend italienisch essen gehen, in Querenburg.  ;request;ALL;thursday italian evening querenburg ;date foodtype time localization ;open;1;46;4;thursday italian evening querenburg yes ;date foodtype time localization logical ;4;0;0;1;0;0;0;1;1;0;;evening;thursday;italian;average;querenburg;;;;;;4;0;0;provide ;10;;;;;;neutral;neutral;italian;average;querenburg;4.1;bad
84;2;100;0;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;31;0;;;;;;;;;;;1;0; 58 136;evening;thursday;italian;average;querenburg;evening ;thursday ;italian ;;querenburg ;4;;0;;0;hor ;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg;4.1;bad
87;1;100;0;2;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich möchte gerne griechisch essen gehen, und zwar am Dienstag Abend in Grumme in der unteren Preisklasse.  ;request;ALL;tuesday greek evening cheap grumme ;date foodtype time price localization ;open;1;46;5;tuesday evening grumme yes ;date time localization logical ;3;2;0;1;0;0;0;1;0;0;;evening;tuesday;greek;cheap;grumme;;;;;;5;0;0;provide ;17;;;;;;evening;tuesday;greek;cheap;grumme;3.1;bad
87;2;100;0;2;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Griechisch.  ;request;foodtype;greek ;foodtype ;closed;1;10;1;greek ;foodtype ;1;0;0;0;1;0;0;0;0;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;;;grumme ;5;0;0;provide ;1;hor6 ;hor6 ;;;loc7 ;evening;tuesday;greek;cheap;grumme;3.1;bad
