iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization;class
88;15;100;1;3;{Bambushain               Dorstener Str. 158} {China                    Brückstr. 47    } {Fan Hingh                Hans Böckler Str. 19} Möchten Sie noch weitere Antworten hören? ;Bitte wiederholen.  ;informAndOfferMore;logical;repeat ;action ;choice;0;19;1;repeat ;action ;1;0;0;0;1;0;0;0;0;3; 77 79 82;midday;thursday;chinese;neutral;centre;midday ;thursday ;chinese ;average neutral ;centre ;10;0;0;;2;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
88;16;100;1;3;Es gibt noch andere Antworten. Möchten Sie sie hören?;Nein.  ;informAndOfferMore;logical;no ;logical ;choice;0;9;1;no ;logical ;1;0;0;0;1;0;0;0;0;3;;midday;thursday;chinese;neutral;centre;midday ;thursday ;chinese ;average neutral ;centre ;10;0;0;neglect ;1;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
88;17;100;1;3;Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend!;;bye;bye;;;na;0;13;0;;;;;;;;;;;0;3;;midday;thursday;chinese;neutral;centre;midday ;thursday ;chinese ;average neutral ;centre ;10;;0;;0;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
90;1;100;0;5;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich hätte gerne im Bochumer Süden in der hohen Preisklasse ein Restaurant mit deutscher Küche, dass am Wochenende offen hat.  ;request;ALL;weekend german expensive south ;date foodtype price localization ;open;1;46;4;weekend yes foodtype ;date logical field ;1;3;0;2;0;0;0;1;0;0;;neutral;weekend;german;expensive;south;;;;;;4;0;0;provide ;20;;;;;;neutral;weekend;german;neutral;neutral;word_accuracy_100
90;2;100;0;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Keine Präferenz.  ;indicateValues;foodtype;neutral ;foodtype ;choice;1;16;1;neutral neutral ;foodtype logical ;1;0;0;1;0;0;0;1;0;1;;neutral;weekend;neutral;expensive;south;;weekend ;;;;5;0;0;provide ;2;;hor16 hor17 hor18 hor19 hor20 hor21 ;;;;neutral;weekend;german;neutral;neutral;word_accuracy_100
90;3;100;0;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;0;2;;evening;weekend;neutral;expensive;south;;weekend ;neutral ;;;6;0;0;provide ;1;hor ;hor16 hor17 hor18 hor19 hor20 hor21 ;neutral ;;;neutral;weekend;german;neutral;neutral;word_accuracy_100
90;4;100;0;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;30 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;2;;evening;weekend;neutral;expensive;south;evening ;weekend ;neutral ;;;6;0;0;provide ;2;hor18 hor21 ;hor18 hor21 ;neutral ;;;neutral;weekend;german;neutral;neutral;word_accuracy_100
90;5;100;0;5;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;29;0;;;;;;;;;;;0;2; 8 95;evening;weekend;neutral;expensive;south;evening ;weekend ;neutral ;expensive ;;6;;0;;0;hor18 hor21 ;hor18 hor21 ;neutral ;prx8 ;;neutral;weekend;german;neutral;neutral;word_accuracy_100
91;1;100;1;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ja schönen guten Tag. Ich hätte gern Ente gegessen in Bochum, und zwar mittwochs so um 10 Uhr vormittags.  ;request;ALL;wednesday poultry morning bochum ;date foodtype time localization ;open;1;41;4;poultry yes date ;foodtype logical field ;1;3;0;2;0;0;0;1;0;0;;morning;wednesday;poultry;neutral;bochum;;;;;;4;0;0;provide ;19;;;;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
91;2;100;1;1;Die Möglichkeiten lauten wie folgt: die Wochentage, samstags, sonntags oder keine Präferenz.;Am Mittwoch, keine Präferenz.  ;indicateValues;date;wednesday neutral ;date date ;choice;1;12;2;neutral neutral ;date logical ;1;1;0;1;0;0;0;1;0;1;;morning;neutral;poultry;neutral;bochum;;;poultry ;;;5;0;0;provide ;4;;;cui11 ;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
91;3;100;1;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;36;0;;;;;;;;;;;0;1; 33 79 86;morning;neutral;poultry;neutral;bochum;;neutral ;poultry ;;;5;;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
93;1;100;0;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich möchte gerne in der Innenstadt um 12 Uhr in der Woche chinesisch essen gehen. In einem guten Restaurant.  ;request;ALL;week chinese midday centre ;date foodtype time localization ;open;1;46;4;week chinese midday centre yes foodtype ;date foodtype time localization logical field ;4;0;0;2;0;0;0;1;1;0;;midday;week;chinese;expensive;centre;;;;;;4;0;0;provide ;19;;;;;;midday;neutral;chinese;expensive;centre;word_accuracy_100
93;2;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;50 Euro pro Person möchte ich ungefähr ausgeben.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;0;;midday;week;chinese;expensive;centre;midday ;week ;chinese ;;centre ;5;0;0;provide ;8;hor5 hor8 hor11 hor14 ;hor5 hor8 hor11 hor14 ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;word_accuracy_100
93;3;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja, dann möchte ich gerne 20 Euro ausgeben, und in der Mittagspause so um 1, 13 uhr in der Innenstadt chinesisch essen gehen.  ;offerModification;logical;chinese midday average centre ;foodtype time price localization ;choice;0;13;4;midday average centre yes ;time price localization logical ;3;1;0;1;0;0;0;1;0;1;;midday;week;chinese;average;centre;midday ;week ;chinese ;expensive ;centre ;6;0;0;provide ;23;hor5 hor8 hor11 hor14 ;hor5 hor8 hor11 hor14 ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
93;4;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Mittwoch, 13 Uhr, Innenstadt in Bochum, chinesisch essen gehen und 20 Euro das Essen.  ;request;field;wednesday chinese midday average centre ;date foodtype time price localization ;closed;1;28;5;wednesday chinese midday average centre ;date foodtype time price localization ;5;0;0;0;1;0;0;0;0;2;;midday;wednesday;chinese;average;centre;midday ;week ;chinese ;average expensive ;centre ;7;0;0;provide ;14;hor2 hor5 hor8 hor11 hor14 hor17 hor20 ;hor5 hor8 hor11 hor14 ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
93;5;100;0;3;Könnten Sie bitte den gewünschten Wochentag wiederholen?;Mittwoch.  ;repetitionRequest;date;wednesday ;date ;closed;0;7;1;wednesday ;date ;1;0;0;0;1;0;0;0;0;2;;midday;wednesday;chinese;average;centre;midday ;wednesday week ;chinese ;average expensive ;centre ;7;0;0;provide ;1;hor2 hor5 hor8 hor11 hor14 hor17 hor20 ;hor7 hor8 hor9 ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
93;6;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;2;;midday;wednesday;chinese;average;centre;midday ;wednesday week ;chinese ;average ;centre ;7;0;0;accept ;1;hor8 ;hor8 ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
93;7;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Ich möchte gerne in Bochum in der Innenstadt um 14 Uhr chinesisch essen gehen.  ;request;field;chinese midday centre ;foodtype time localization ;closed;1;28;3;chinese midday centre yes ;foodtype time localization logical ;3;0;0;1;0;0;0;1;0;2;;midday;wednesday;chinese;average;centre;midday ;wednesday ;chinese ;average ;centre ;7;0;0;provide ;14;hor8 ;hor8 ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
93;8;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ich möchte gerne am Freitag in der Innenstadt in Bochum chinesisch essen gehen, für 10 Euro.  ;offerModification;logical;friday chinese cheap centre ;date foodtype price localization ;choice;0;13;4;friday chinese cheap centre yes ;date foodtype price localization logical ;4;0;0;1;0;0;0;1;0;3;;midday;friday;chinese;cheap;centre;midday ;wednesday ;chinese ;average ;centre ;9;0;0;provide ;16;hor8 ;hor8 ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
93;9;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Am Samstag. Am Samstag um 16 Uhr chinesisch essen in Bochum in der Innenstadt.  ;request;field;saturday chinese evening centre ;date foodtype time localization ;closed;1;28;4;saturday chinese evening centre ;date foodtype time localization ;4;0;0;0;1;0;0;0;0;4;;evening;saturday;chinese;cheap;centre;midday ;friday wednesday ;chinese ;cheap average ;centre ;11;0;0;provide ;14;hor8 ;hor13 hor14 hor15 ;cui35 ;prx3 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
93;10;100;0;3;Wiederholen Sie bitte die Tageszeit der Mahlzeit.;16 Uhr.  ;repetitionRequest;time;evening ;time ;closed;0;7;1;evening ;time ;1;0;0;0;1;0;0;0;0;4;;evening;saturday;chinese;cheap;centre;evening midday ;saturday wednesday friday ;chinese ;average cheap ;centre ;11;0;0;provide ;2;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor16 hor17 hor18 ;cui35 ;prx3 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
93;11;100;0;3;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Mandarin Peking          Herner Str. 127 } {Ozean                    Kortumstr. 101  } {Shanghai                 Brüderstr. 2    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;32;0;;;;;;;;;;;0;4; 86 87 89;evening;saturday;chinese;cheap;centre;evening midday ;wednesday friday saturday ;chinese ;average cheap ;centre ;11;;0;;0;hor18 ;hor18 ;cui35 ;prx3 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
95;1;100;0;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ja schönen guten Tag. Ich möchte gerne in Bochum koreanisch essen gehen, und zwar so um 21 Uhr und mittlere preisklasse. Wo könnte ich da hin?  ;request;ALL;korean evening average bochum ;foodtype time price localization ;open;1;41;4;korean evening average yes date ;foodtype time price logical field ;3;1;0;2;0;0;0;1;0;0;;evening;neutral;korean;average;bochum;;;;;;4;0;0;provide ;26;;;;;;evening;neutral;korean;average;neutral;word_accuracy_100
95;2;100;0;5;Die Möglichkeiten lauten wie folgt: die Wochentage, samstags, sonntags oder keine Präferenz.;Äh, am besten samstags, sonntags. Samstag wäre gut.  ;indicateValues;date;saturday ;date ;choice;1;12;1;saturday ;date ;1;0;0;0;1;0;0;0;0;1;;evening;saturday;korean;average;bochum;evening ;;korean ;average ;;5;0;0;provide ;8;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;;cui37 ;prx3 prx4 prx5 ;;evening;neutral;korean;average;neutral;word_accuracy_100
95;3;100;0;5;Hier ist das passende Restaurant auf Ihre Anfrage.  {Asia                     Steinring 43    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;24;0;;;;;;;;;;;0;1;91;evening;saturday;korean;average;bochum;evening ;saturday ;korean ;average ;;5;;1;;0;hor18 ;hor18 ;cui37 ;prx3 prx4 prx5 ;;evening;neutral;korean;average;neutral;word_accuracy_100
96;1;100;0;1;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Art der Küche.  ;request;ALL;foodtype ;field ;open;1;46;1;foodtype ;field ;1;0;0;0;1;0;0;0;1;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;3;;;;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
96;2;100;0;1;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Ich möchte gern Ente essen.  ;indicateValues;foodtype;poultry ;foodtype ;choice;1;16;1;poultry yes ;foodtype logical ;1;0;0;1;0;0;0;1;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;2;0;0;provide ;5;;;;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
96;3;100;0;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;36;0;;;;;;;;;;;0;0; 33 79 86;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;2;;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
98;1;100;0;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich möchte mittags im Zentrum chinesisch essen gehen.  ;request;ALL;chinese midday centre ;foodtype time localization ;open;1;46;3;chinese midday centre ;foodtype time localization ;3;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;expensive;centre;;;;;;3;0;0;provide ;8;;;;;;midday;neutral;chinese;expensive;centre;word_accuracy_100
98;2;100;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Heute.  ;request;date;friday ;date ;closed;0;8;1;friday ;date ;1;0;0;0;1;0;0;0;1;1;;midday;friday;chinese;expensive;centre;midday ;;chinese ;;centre ;4;0;0;provide ;1;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;word_accuracy_100
98;3;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Viel.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;;centre ;5;0;0;provide ;1;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;word_accuracy_100
98;4;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;150 Euro.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;;centre ;5;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;word_accuracy_100
98;5;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Ach Gott. 50 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;1;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;;centre ;5;0;0;provide ;4;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;word_accuracy_100
98;6;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;2;;midday;friday;chinese;neutral;centre;midday ;friday ;chinese ;expensive ;centre ;5;0;0;accept ;1;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
98;7;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Preis.  ;request;field;price ;field ;closed;1;28;1;price ;field ;1;0;0;0;1;0;0;0;0;2;;midday;friday;chinese;neutral;centre;midday ;friday ;chinese ;expensive ;centre ;6;0;0;provide ;1;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
98;8;100;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Keine Präferenz.  ;indicateValues;price;neutral ;price ;choice;1;12;1;neutral neutral ;price logical ;1;0;0;1;0;0;0;1;0;2;;midday;friday;chinese;neutral;centre;midday ;friday ;chinese ;expensive ;centre ;7;0;0;provide ;2;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
98;9;100;0;3;Es gibt mehr als drei passende Restaurants auf Ihre Anfrage. Möchten Sie Ihre Frage präzisieren?;Ja.  ;offerRefinement;logical;yes ;logical ;choice;0;15;1;yes ;logical ;1;0;0;0;1;0;0;0;0;2;;midday;friday;chinese;neutral;centre;midday ;friday ;chinese ;neutral expensive ;centre ;7;0;0;accept ;1;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
98;10;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten angeben. Präzisieren Sie bitte Ihre Frage.;Preis.  ;indicateValues;field;price ;field ;open;1;27;1;price ;field ;1;0;0;0;1;0;0;0;0;2;;midday;friday;chinese;neutral;centre;midday ;friday ;chinese ;expensive neutral ;centre ;7;0;0;provide ;1;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
98;11;100;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Obere Preisklasse.  ;indicateValues;price;expensive ;price ;choice;1;12;1;expensive ;price ;1;0;0;0;1;0;0;0;0;3;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;expensive neutral ;centre ;7;0;0;provide ;2;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
98;12;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;3;;midday;friday;chinese;average;centre;midday ;friday ;chinese ;expensive neutral ;centre ;7;0;0;accept ;1;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
98;13;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Preis.  ;request;field;price ;field ;closed;1;28;1;price ;field ;1;0;0;0;1;0;0;0;0;3;;midday;friday;chinese;average;centre;midday ;friday ;chinese ;expensive ;centre ;7;0;0;provide ;1;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
98;14;100;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Mittlere Preisklasse.  ;indicateValues;price;average ;price ;choice;1;12;1;average ;price ;1;0;0;0;1;0;0;0;0;4;;midday;friday;chinese;average;centre;midday ;friday ;chinese ;expensive ;centre ;8;0;0;provide ;2;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
98;15;100;0;3;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;Mittlere Preisklasse.  ;repetitionRequest;price;average ;price ;closed;0;9;1;average ;price ;1;0;0;0;1;0;0;0;0;4;;midday;friday;chinese;average;centre;midday ;friday ;chinese ;average expensive ;centre ;8;0;0;provide ;2;hor ;hor ;cui35 ;prx3 prx4 prx5 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
98;16;100;0;3;Hier ist das passende Restaurant auf Ihre Anfrage.  {Asia                     Steinring 43    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;24;0;;;;;;;;;;;0;4;91;midday;friday;chinese;average;centre;midday ;friday ;chinese ;average expensive ;centre ;8;;0;;0;hor ;hor ;cui35 ;prx3 prx4 prx5 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
99;1;100;1;4;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich möchte in Querenburg in der mittleren Preisklasse italienisch essen.  ;request;ALL;italian average querenburg ;foodtype price localization ;open;1;46;3;italian querenburg ;foodtype localization ;2;1;0;0;0;1;0;0;0;0;;neutral;neutral;italian;average;querenburg;;;;;;3;0;0;provide ;10;;;;;;neutral;neutral;italian;average;querenburg;word_accuracy_100
99;2;100;1;4;Sie möchten also in Querenburg italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;8;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;italian;average;querenburg;;;italian ;;querenburg ;3;0;0;affirm ;1;;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg;word_accuracy_100
99;3;100;1;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;31;0;;;;;;;;;;;0;0; 58 136;neutral;neutral;italian;average;querenburg;;;italian ;;querenburg ;3;;0;;0;hor ;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg;word_accuracy_100
102;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ort des Restaurants.  ;request;ALL;localization ;field ;open;1;41;1;localization foodtype ;field field ;1;0;0;1;0;0;0;1;5;0;;evening;tuesday;greek;cheap;weitmar;;;;;;1;0;0;provide ;3;;;;;;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
102;2;100;0;2;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Andere Möglichkeiten.  ;indicateValues1;localization;nextchoice ;action ;choice;1;15;1;nextchoice ;action ;1;0;0;0;1;0;0;0;5;0;;evening;tuesday;greek;cheap;weitmar;;;;;;2;0;0;;2;;;;;;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
102;3;100;0;2;Die anderen Möglichkeiten sind Langendreer, Riemke, Gerthe oder Weitmar.;Weitmar.  ;indicateValues2;localization;weitmar ;localization ;choice;1;9;1;weitmar ;localization ;1;0;0;0;1;0;0;0;4;0;;evening;tuesday;greek;cheap;weitmar;;;;;;3;0;0;provide ;1;;;;;;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
102;4;100;0;2;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;3;0;;evening;tuesday;greek;cheap;weitmar;;;;;weitmar ;4;0;0;provide ;1;;hor ;;;loc8 ;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
102;5;100;0;2;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Ja.  ;request;foodtype;yes ;logical ;closed;1;10;1;yes ;logical ;1;0;0;0;1;0;0;0;3;0;;evening;tuesday;greek;cheap;weitmar;evening ;;;;weitmar ;4;0;0;accept ;1;hor ;hor ;;;loc8 ;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
102;6;100;0;2;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Griechisch.  ;request;foodtype;greek ;foodtype ;closed;1;10;1;greek ;foodtype ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;weitmar;evening ;;;;weitmar ;5;0;0;provide ;1;hor ;hor ;;;loc8 ;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
