iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;fieldRequestSwooshed;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;class
881;2;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;evening;time;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;2;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
881;3;100;0;89;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;3;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
881;4;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;4;AVP-wise-concrete;0;Inform;0;;;neutral;;;worst_simulation
881;5;100;0;89;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;29;0;;;;;;;;;;;;; 8 95;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;expensive ;;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;neutral;prx5;;worst_simulation
882;1;100;0;89;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;neutral;foodtype;open;1;46;1;neutral;foodtype;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
882;2;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;evening;time;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;2;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
882;3;100;0;89;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;3;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
882;4;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;4;AVP-wise-concrete;0;Inform;0;;;neutral;;;worst_simulation
882;5;100;0;89;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;Inform;;;;na;0;29;0;;;;;;;;;;;;; 8 95;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;expensive ;;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;neutral;prx5;;worst_simulation
883;1;100;0;89;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;foodtype;field;open;1;41;1;foodtype;field;1;0;0;0;1;0;0;0;;;;1;evening;sunday;neutral;expensive;neutral;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
883;2;100;0;89;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;neutral;foodtype;choice;1;16;1;neutral,neutral;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;;;;2;AVP-wise-concrete;0;Inform;0;;;;;;worst_simulation
883;3;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;yes,evening;logical,time;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;3;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
883;4;100;0;89;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
883;5;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;5;AVP-wise-concrete;0;Inform;0;;;neutral;;;worst_simulation
883;6;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;average;price;0;0;1;0;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;5;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
883;7;100;0;89;In welchem Stadtteil möchten Sie essen gehen?;;Request;localization;neutral;localization;closed;0;7;1;neutral;localization;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;average ;;6;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;prx3;;worst_simulation
883;8;100;0;89;Es gibt mehr als drei passende Restaurants auf Ihre Anfrage. Möchten Sie Ihre Frage präzisieren?;;OfferRefinement;logical;no;logical;choice;0;15;1;no,neutral;logical,foodtype;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;average ;neutral ;6;AVP-wise-concrete;0;Negate;0;hor;hor;neutral;prx3;neutral;worst_simulation
883;9;100;0;89; {Alt Nürnberg             Königsallee 16  } {Borgböhmer Haus Waldesruh Papenloh 8      } {Forsthaus                Blankensteiner Str. 147} Möchten Sie noch weitere Antworten hören?;;InformAndOfferMore;logical;yes;logical;choice;0;19;1;yes;logical;1;0;0;0;1;0;0;0;;; 5 10 16;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;average ;neutral ;6;AVP-wise-concrete;0;Accept;0;hor;hor;neutral;prx3;neutral;worst_simulation
883;10;100;0;89; {Haus Oekey                Auf dem Alten Kamp 10} {Landhaus Mausbeck        Kornweg 36      } {Stammhaus Fiege           Bongardstr. 23   } Es gibt noch andere Antworten. Möchten Sie sie hören?;;InformAndOfferMore;logical;yes;logical;choice;0;24;1;yes;logical;1;0;0;0;1;0;0;0;;; 33 41 55;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;average ;neutral ;6;AVP-wise-concrete;0;Accept;0;hor;hor;neutral;prx3;neutral;worst_simulation
883;11;100;0;89; {Strätlingshof            Altenbochumer Str. 64} {Torkelkeller             Hellweg 20      } {Vitrine                  Drusenbergstr. 164} Möchten Sie noch weitere Antworten hören?;;InformAndOfferMore;logical;no;logical;choice;0;16;1;no,neutral;logical,time;1;0;0;1;0;0;0;1;;; 56 59 61;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;average ;neutral ;6;AVP-wise-concrete;0;Negate;0;hor;hor;neutral;prx3;neutral;worst_simulation
883;12;100;0;89;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;evening;sunday;neutral;expensive;neutral;neutral evening ;sunday ;neutral ;average ;neutral ;6;AVP-wise-concrete;0;EMPTY;0;;hor;neutral;prx3;neutral;worst_simulation
884;1;100;0;89;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;neutral;foodtype;open;1;41;1;neutral,neutral;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
884;2;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;evening;time;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;2;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
884;3;100;0;89;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;3;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
884;4;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;gourmet;foodtype;0;1;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;4;AVP-wise-concrete;0;Inform;0;;;neutral;;;worst_simulation
884;5;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;gourmet neutral ;;;4;AVP-wise-concrete;0;Inform;0;;hor;gourmet;;;worst_simulation
884;6;100;0;89;Hier ist das passende Restaurant auf Ihre Anfrage.  {Beckmannshof             Berliner Str. 39} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;25;0;;;;;;;;;;;;;8;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral gourmet ;expensive ;;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;gourmet;prx5;;worst_simulation
885;1;100;0;89;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;neutral;foodtype;open;1;46;1;neutral,neutral;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
885;2;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;evening;time;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;2;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
885;3;100;0;89;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;3;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
885;4;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;4;AVP-wise-concrete;0;Inform;0;;;neutral;;;worst_simulation
885;5;100;0;89;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;Inform;;;;na;0;29;0;;;;;;;;;;;;; 8 95;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;expensive ;;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;neutral;prx5;;worst_simulation
886;1;100;0;89;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;field;foodtype;field;open;1;46;1;foodtype;field;1;0;0;0;1;0;0;0;;;;1;evening;sunday;neutral;expensive;neutral;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
886;2;100;0;89;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;neutral;foodtype;choice;1;16;1;neutral,neutral;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;;;;2;AVP-wise-concrete;0;Inform;0;;;;;;worst_simulation
886;3;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;evening;time;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;3;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
886;4;100;0;89;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
886;5;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;5;AVP-wise-concrete;0;Inform;0;;;neutral;;;worst_simulation
886;6;100;0;89;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;Inform;;;;na;0;29;0;;;;;;;;;;;;; 8 95;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;expensive ;;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;neutral;prx5;;worst_simulation
887;1;100;0;89;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;neutral;foodtype;open;1;46;1;neutral,neutral;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
887;2;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;;;0;1;0;0;0;0;1;0;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;2;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
887;3;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;evening;time;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;2;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
887;4;100;0;89;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;3;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
887;5;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive,yes;price,logical;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;4;AVP-wise-concrete;0;Inform;0;;;neutral;;;worst_simulation
887;6;100;0;89;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;Inform;;;;na;0;29;0;;;;;;;;;;;;; 8 95;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;expensive ;;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;neutral;prx5;;worst_simulation
888;1;100;0;89;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;foodtype;field;open;1;41;1;foodtype;field;1;0;0;0;1;0;0;0;;;;1;evening;sunday;neutral;expensive;neutral;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
888;2;100;0;89;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;neutral;foodtype;choice;1;16;1;neutral,neutral;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;;;;2;AVP-wise-concrete;0;Inform;0;;;;;;worst_simulation
888;3;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;yes,evening;logical,time;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;3;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
888;4;100;0;89;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
888;5;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;5;AVP-wise-concrete;0;Inform;0;;;neutral;;;worst_simulation
888;6;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;gourmet;foodtype;0;1;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;5;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
888;7;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;gourmet neutral ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;gourmet;;;worst_simulation
888;8;100;0;89;Hier ist das passende Restaurant auf Ihre Anfrage.  {Beckmannshof             Berliner Str. 39} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;25;0;;;;;;;;;;;;;8;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral gourmet ;expensive ;;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;gourmet;prx5;;worst_simulation
889;1;100;0;89;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;neutral;foodtype;open;1;41;1;neutral,neutral;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
889;2;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;evening,price;time,field;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;2;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
889;3;100;0;89;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;;IndicateValue;price;expensive;price;choice;1;12;1;;;0;1;0;0;0;0;1;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;3;AVP-wise-concrete;0;Inform;0;hor3;hor;neutral;;;worst_simulation
889;4;100;0;89;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
889;5;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;4;AVP-wise-concrete;0;Inform;0;;;neutral;;;worst_simulation
889;6;100;0;89;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;29;0;;;;;;;;;;;;; 8 95;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;expensive ;;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;neutral;prx5;;worst_simulation
890;1;100;0;89;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;foodtype;field;open;1;41;1;foodtype;field;1;0;0;0;1;0;0;0;;;;1;evening;sunday;neutral;expensive;neutral;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
890;2;100;0;89;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;neutral;foodtype;choice;1;16;1;neutral,neutral;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;evening;sunday;neutral;expensive;neutral;;;;;;2;AVP-wise-concrete;0;Inform;0;;;;;;worst_simulation
890;3;100;0;89;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;evening;time;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;;;neutral ;;;3;AVP-wise-concrete;0;Inform;0;;hor;neutral;;;worst_simulation
890;4;100;0;89;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;sunday;date;closed;0;8;1;sunday;date;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;;neutral ;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;neutral;;;worst_simulation
890;5;100;0;89;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;;;5;AVP-wise-concrete;0;Inform;0;;;neutral;;;worst_simulation
890;6;100;0;89;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;29;0;;;;;;;;;;;;; 8 95;0;evening;sunday;neutral;expensive;neutral;evening ;sunday ;neutral ;expensive ;;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;neutral;prx5;;worst_simulation
891;1;70;0;90;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;grumme greek evening tuesday cheap;localization foodtype time date price;open;1;46;5;greek,evening,tuesday;foodtype,time,date;3;2;0;0;0;1;0;0;;;;0;evening;tuesday;greek;cheap;grumme;;;;;;5;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
891;2;70;0;90;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;cheap;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;5;AVP-wise-concrete;0;Inform;0;hor6;hor6;greek;;;worst_simulation
891;3;70;0;90;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;cheap;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;5;AVP-wise-concrete;0;Inform;0;hor6;hor6;greek;;;worst_simulation
891;4;70;0;90;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;cheap;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;5;AVP-wise-concrete;0;Inform;0;hor6;hor6;greek;;;worst_simulation
891;5;70;0;90;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;;;closed;0;7;0;;;;;;;;;;;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;5;AVP-wise-concrete;0;HangUp;0;hor6;hor6;greek;;;worst_simulation
892;1;70;0;90;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;evening tuesday cheap grumme;time date price localization;open;1;41;4;evening,tuesday,neutral,grumme;time,date,price,localization;3;0;1;0;0;0;0;1;;;;0;evening;tuesday;greek;cheap;grumme;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
